,Unnamed: 0,dt,weekday,year,id_driver,id_carrier_number,dim_carrier_type,dim_carrier_company_name,home_base_city,home_base_state,carrier_trucks,num_trucks,interested_in_drayage,port_qualified,signup_source,ts_signup,ts_first_approved,days_signup_to_approval,driver_with_twic,dim_preferred_lanes,first_load_date,most_recent_load_date,load_day,marketplace_loads_otr,marketplace_loads_atlas,marketplace_loads,brokerage_loads_otr,brokerage_loads_atlas,brokerage_loads,total_loads,date,period,test
83465,31177,2019-03-27,3,2019,15945,U0103984,Owner Operator,felipe gomez carranza,Ontario,CA,"[""dryvan""]",1.0,not specified,no,Other,2018-11-08 01:56:46+00:00,2018-12-03 20:44:16+00:00,25.0,no,,2018-12-06,2019-12-23,2019-03-27,0,0,0,137,0,137,137,2019-03-27,1,20191223
83466,76430,2021-01-06,3,2021,37196,C0097727,Fleet,New opportunities inc ,Los Angeles,CA,"[""poweronly"", ""boxtruck""]",15.0,yes,yes,Mobile,2020-04-18 01:01:13+00:00,2020-05-06 22:09:23+00:00,18.0,no,,2020-12-12,2021-02-17,2021-01-06,4,29,33,0,0,0,33,2021-01-06,1,20210217
83467,34920,2019-06-26,3,2019,24920,C0093450,Fleet,VSII Transport Inc.,Los Angeles,CA,"[""poweronly""]",7.0,not specified,no,Other,2018-10-30 23:01:41+00:00,2020-07-08 16:49:20+00:00,616.0,no,,2019-06-26,2019-07-23,2019-06-26,0,0,0,2,0,2,2,2019-06-26,1,20190723
83468,12073,2017-10-06,5,2017,640,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-05,2019-11-12,2017-10-06,0,0,0,171,0,171,171,2017-10-06,2,20191112
83469,61506,2020-08-04,2,2020,28377,U0115964,Owner Operator,BENCH TRANSPORT INC,Oak Hills,CA,"[""poweronly""]",1.0,yes,yes,Other,2019-09-16 23:51:26+00:00,2019-09-17 14:54:03+00:00,0.0,yes,,2020-06-30,2020-08-05,2020-08-04,0,23,23,0,4,4,27,2020-08-04,1,20200805
83470,41183,2019-09-24,2,2019,19665,C0094517,Fleet,DJ EXPRESS INC,Los Angeles,CA,"[""poweronly""]",12.0,yes,no,Other,2019-02-19 23:19:02+00:00,2019-02-20 19:19:53+00:00,0.0,no,,2019-02-28,2020-02-24,2019-09-24,52,184,236,10,3,13,249,2019-09-24,1,20200224
83471,73653,2020-12-12,6,2020,36970,C0097561,Fleet,ADC TRANSPORT INC,Paramount,CA,"[""poweronly""]",9.0,yes,yes,Other,2020-02-27 00:41:40+00:00,2020-02-28 22:31:09+00:00,1.0,no,,2020-11-26,2021-02-17,2020-12-12,4,228,232,0,30,30,262,2020-12-12,2,20210217
83472,82824,2021-02-09,2,2021,37534,C0098627,Fleet,Curiel transport llc,Anaheim,CA,"[""poweronly""]",15.0,not specified,no,Mobile,2020-12-26 00:37:53+00:00,2020-12-29 17:48:32+00:00,3.0,no,,2021-01-14,2021-02-16,2021-02-09,4,28,32,0,0,0,32,2021-02-09,1,20210216
83473,7970,2017-05-01,1,2017,6104,C0090071,Fleet,J&G Transportation Group Inc,Los Angeles,CA,"[""dryvan""]",15.0,not specified,no,Other,2016-03-01 22:16:59+00:00,,,no,,2017-05-01,2017-05-01,2017-05-01,0,0,0,1,0,1,1,2017-05-01,1,20170501
83474,21889,2018-10-10,3,2018,14958,C0093144,Fleet,Road Eagle Logistics Corp,San Diego,CA,"[""dryvan""]",14.0,yes,no,Other,2018-09-25 17:25:13+00:00,2020-03-13 16:56:23+00:00,534.0,no,,2018-10-10,2020-06-01,2018-10-10,16,0,16,44,0,44,60,2018-10-10,1,20200601
83475,31123,2019-03-26,2,2019,15857,C0093467,Fleet,AA Logistics Group Inc,Los Angeles,CA,"[""dryvan""]",2.0,not specified,no,Other,2018-11-01 15:34:39+00:00,2019-07-05 20:41:13+00:00,246.0,no,,2018-11-05,2020-12-03,2019-03-26,14,0,14,168,0,168,182,2019-03-26,1,20201203
83476,54469,2020-04-16,4,2020,21797,C0095033,Fleet,DURAN FREIGHT CORPORATION DBA DFC,San Diego,CA,"[""dryvan""]",1.0,yes,no,Other,2019-04-19 20:10:59+00:00,2019-04-19 20:11:14+00:00,0.0,no,,2019-04-22,2020-11-10,2020-04-16,0,0,0,620,0,620,620,2020-04-16,1,20201110
83477,3287,2016-08-17,3,2016,33,U0000048,Owner Operator,iDC Logistics,Sierra Madre,CA,"[""dryvan""]",1.0,not specified,no,Other,2015-10-20 12:37:11+00:00,,,no,,2015-10-14,2017-12-14,2016-08-17,0,0,0,669,0,669,669,2016-08-17,1,20171214
83478,76390,2021-01-06,3,2021,37084,C0098562,Fleet,States Runner Trucking Inc,Downey,CA,"[""poweronly""]",2.0,yes,yes,Other,2020-12-03 21:38:36+00:00,2020-12-03 21:38:49+00:00,0.0,yes,,2020-12-04,2021-02-17,2021-01-06,0,311,311,0,17,17,328,2021-01-06,1,20210217
83479,37859,2019-08-09,5,2019,594,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-05,2020-09-07,2019-08-09,0,0,0,1309,0,1309,1309,2019-08-09,2,20200907
83480,63730,2020-09-02,3,2020,6383,U0095753,Owner Operator,Schlig Trucking Inc.,Maricopa,AZ,"[""dryvan""]",1.0,not specified,no,Other,2017-05-12 04:05:20+00:00,2019-03-27 23:07:02+00:00,684.0,no,,2020-09-02,2020-09-02,2020-09-02,1,0,1,0,0,0,1,2020-09-02,1,20200902
83481,22086,2018-10-14,7,2018,14958,C0093144,Fleet,Road Eagle Logistics Corp,San Diego,CA,"[""dryvan""]",14.0,yes,no,Other,2018-09-25 17:25:13+00:00,2020-03-13 16:56:23+00:00,534.0,no,,2018-10-10,2020-06-01,2018-10-14,16,0,16,44,0,44,60,2018-10-14,2,20200601
83482,62664,2020-08-19,3,2020,26690,U0114256,Owner Operator,Luis alberto penA,Los Angeles,CA,"[""poweronly""]",1.0,yes,yes,Mobile,2019-08-06 01:28:35+00:00,2019-08-22 23:37:56+00:00,16.0,yes,,2020-07-15,2021-02-15,2020-08-19,0,394,394,0,46,46,440,2020-08-19,1,20210215
83483,7840,2017-04-25,2,2017,627,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-05-19,2020-02-24,2017-04-25,0,0,0,156,0,156,156,2017-04-25,1,20200224
83484,81506,2021-02-02,2,2021,37562,C0094651,Fleet,NFS asset Drayage,Lynwood,CA,"[""poweronly"", ""dryvan""]",195.0,yes,yes,Other,2019-03-04 20:50:37+00:00,2019-03-04 21:03:38+00:00,0.0,yes,,2021-01-15,2021-02-17,2021-02-02,0,0,0,0,0,0,67,2021-02-02,1,20210217
83485,4731,2016-12-09,5,2016,640,C0090094,Fleet,MC Express Trucking LLC,Rosarito,B.C.,"[""dryvan""]",101.0,not specified,no,Other,2016-03-09 20:56:40+00:00,2019-02-22 16:56:58+00:00,1079.0,no,,2016-04-05,2019-11-12,2016-12-09,0,0,0,171,0,171,171,2016-12-09,2,20191112
83486,46865,2019-11-28,4,2019,19665,C0094517,Fleet,DJ EXPRESS INC,Los Angeles,CA,"[""poweronly""]",12.0,yes,no,Other,2019-02-19 23:19:02+00:00,2019-02-20 19:19:53+00:00,0.0,no,,2019-02-28,2020-02-24,2019-11-28,52,184,236,10,3,13,249,2019-11-28,1,20200224
83487,36656,2019-07-23,2,2019,18868,U0106558,Owner Operator,EBF trucking inc,Carson,CA,"[""poweronly""]",1.0,not specified,no,Other,2019-01-29 19:56:42+00:00,2019-01-29 23:00:32+00:00,0.0,no,,2019-02-08,2021-02-17,2019-07-23,476,0,476,33,0,33,509,2019-07-23,1,20210217
83488,30374,2019-03-07,4,2019,19695,C0094488,Fleet,NL transport,Fontana,CA,"[""dryvan""]",4.0,yes,no,Other,2019-02-15 21:24:15+00:00,2019-02-15 21:24:29+00:00,0.0,no,,2019-02-21,2019-05-16,2019-03-07,27,0,27,0,0,0,27,2019-03-07,1,20190516
83489,15811,2018-04-06,5,2018,7890,C0090858,Fleet,one USA group,Pembroke Pines,FL,"[""dryvan""]",12.0,not specified,no,Other,2017-08-24 23:00:21+00:00,2019-09-13 18:31:59+00:00,749.0,no,,2017-09-22,2018-12-14,2018-04-06,6,0,6,22,0,22,28,2018-04-06,2,20181214
83490,30716,2019-03-16,6,2019,15982,C0093524,Fleet,O.A. EXPRESS INC,Livermore,CA,"[""poweronly""]",14.0,yes,no,Other,2018-11-09 01:38:19+00:00,2019-06-12 20:47:06+00:00,215.0,no,,2018-12-15,2019-05-05,2019-03-16,0,0,0,43,0,43,43,2019-03-16,2,20190505
83491,79947,2021-01-25,1,2021,35780,C0098119,Fleet,JCG Express LLC,Los Angeles,CA,"[""poweronly""]",5.0,yes,yes,Other,2020-08-25 15:46:11+00:00,2020-08-25 20:53:06+00:00,0.0,yes,,2020-09-19,2021-02-02,2021-01-25,0,38,38,0,0,0,38,2021-01-25,1,20210202
83492,19676,2018-08-23,4,2018,7066,C0090412,Fleet,Carlos Flores,Los Angeles,CA,"[""dryvan""]",20.0,not specified,no,Other,2017-01-11 18:17:00+00:00,2019-06-28 19:55:04+00:00,898.0,no,,2017-07-17,2019-09-05,2018-08-23,134,0,134,186,0,186,320,2018-08-23,1,20190905
83493,80049,2021-01-26,2,2021,31640,C0097199,Fleet,HARBOR PRO LOGISTICS,Hawaiian Gardens,CA,"[""poweronly""]",6.0,yes,yes,Other,2019-12-12 20:28:11+00:00,2019-12-12 21:41:12+00:00,0.0,yes,,2020-07-09,2021-02-17,2021-01-26,0,149,149,0,152,152,301,2021-01-26,1,20210217
83494,74739,2020-12-22,2,2020,24731,C0095540,Fleet,WEST COAST SHIPPERS INC,Los Angeles,CA,"[""poweronly""]",4.0,not specified,yes,Other,2019-06-04 01:57:05+00:00,2019-06-11 19:46:29+00:00,7.0,yes,,2020-05-01,2021-01-22,2020-12-22,0,203,203,0,137,137,340,2020-12-22,1,20210122
